1942.5	2.44	2.53	2.63	4
1943.5	1.17	1.21	1.26	4
1944.5	0.8	0.83	0.86	4
1945.5	2.67	2.78	2.88	4
1946.5	6.63	6.89	7.15	4
1947.5	9.75	10.13	10.51	4
1948.5	8.99	9.35	9.7	4
1949.5	8.96	9.31	9.66	4
1950.5	5.41	5.63	5.84	4
1951.5	4.1	4.26	4.42	4
1952.5	2.34	2.43	2.52	4
1953.5	1.09	1.13	1.17	4
1954.5	0.49	0.5	0.52	4
1955.5	2.78	2.89	3	4
1956.5	9	9.36	9.71	4
1957.5	11.77	12.23	12.69	4
1958.5	12.47	12.95	13.44	4
1959.5	10.46	10.87	11.28	4
1960.5	7.63	7.93	8.22	4
1961.5	3.78	3.93	4.07	4
1962.5	2.45	2.54	2.64	4
1963.5	1.9	1.97	2.05	4
1964.5	0.85	0.88	0.91	4
1965.5	1.16	1.21	1.25	4
1966.5	3.19	3.32	3.44	4
1967.5	6.81	7.07	7.34	4
1968.5	6.87	7.14	7.41	4
1969.5	7	7.27	7.54	4
1970.5	7.74	8.04	8.34	4
1971.5	5.28	5.49	5.69	4
1972.5	5.13	5.33	5.53	4
1973.5	2.84	2.95	3.06	4
1974.5	2.59	2.69	2.79	4
1975.5	1.14	1.19	1.23	4
1976.5	1.04	1.08	1.12	4
1977.5	2.22	2.31	2.4	4
1978.5	7.09	7.36	7.64	4
1979.5	10.93	11.36	11.78	4
1980.5	10.11	10.5	10.9	4
1981.5	9.93	10.32	10.71	4
1982.5	8.1	8.41	8.73	4
1983.5	4.83	5.02	5.21	4
1984.5	3.04	3.16	3.28	4
1985.5	1.13	1.18	1.22	4
1986.5	0.83	0.86	0.89	4
1987.5	1.84	1.92	1.99	4
1988.5	5.88	6.11	6.34	4
1989.5	9.7	10.07	10.45	4
1990.5	9.6	9.97	10.35	4
1991.5	9.69	10.07	10.44	4
1992.5	6.59	6.85	7.11	4
1993.5	3.87	4.02	4.17	4
1994.5	2.47	2.57	2.67	4
1995.5	1.43	1.49	1.54	4
1996.5	0.65	0.67	0.7	4
1997.5	1.55	1.61	1.67	4
1998.5	4.7	4.88	5.06	4
1999.5	6.64	6.9	7.16	4
2000.5	8.62	8.95	9.29	4
2001.5	8.85	9.2	9.54	4
2002.5	8.56	8.9	9.23	4
2003.5	5.19	5.39	5.59	4
2004.5	3.39	3.52	3.66	4
2005.5	2.5	2.6	2.7	4
2006.5	1.47	1.52	1.58	4
2007.5	0.76	0.79	0.82	4
2008.5	0.31	0.32	0.33	4
2009.5	0.39	0.4	0.42	4
2010.5	1.61	1.67	1.74	4
2011.5	4.62	4.8	4.98	4
2012.5	4.9	5.09	5.28	4
2013.5	5.56	5.78	5.99	4
2014.5	6.38	6.63	6.87	4
2015.5	4.76	4.94	5.13	4
2016.5	999	2.284799362	999	999
2017.5	999	0.945493605	999	999
2018.5	999	0.774516367	999	999
2019.5	999	0.360229045	999	999
2020.5	999	0.360229045	999	999
2021.5	999	0.360229045	999	999
2022.5	999	0.360229045	999	999
2023.5	999	0.360229045	999	999
2024.5	999	0.360229045	999	999
2025.5	999	0.360229045	999	999
2026.5	999	0.360229045	999	999
2027.5	999	0.360229045	999	999
2028.5	999	0.360229045	999	999
2029.5	999	0.360229045	999	999
2030.5	999	0.360229045	999	999
